EstudianteID,CohorteMes,TenureSemanas,Edad,CategoriaCurso,Modalidad,MetodoPago,HorasUsoSemana,PctTareasATiempo,PromedioNotas,ParticipacionForo,QuejasSoporte,DiasUltimaSesion,TieneBecaDescuento,CursosPreviosCompletados,Desercion,RatioForoTenure,HorasPorSemanaEfectivas,BrechaTareas,InicioReciente,SinComunidad,NotaBajoAprobatorio,NotaFaltante
772,2026-06,6,19.0,Finanzas,Con mentor en vivo,Débito,5.0,45.5,9.0,0,1,1.0,0,1,1,0.0,4.375,14.5,0,1,1,0
2396,2025-12,11,24.0,Idiomas,Autoestudio,Transferencia,3.9,56.8,10.4,1,0,2.0,1,0,0,0.09090909090909091,3.0333333333333337,3.200000000000003,0,0,1,0
1479,2025-05,5,18.0,Idiomas,Con mentor en vivo,Transferencia,3.9,67.6,16.2,4,0,4.0,0,1,0,0.8,2.481818181818182,-7.599999999999994,0,0,0,0
1847,2025-08,1,24.0,Finanzas,Autoestudio,Débito,1.1,26.1,8.7,5,2,3.0,0,1,0,5.0,0.77,33.9,1,0,1,0
8213,2026-06,1,20.0,Programación,Autoestudio,Yape/Plin,1.6,39.4,9.8,0,0,3.0,1,0,1,0.0,1.12,20.6,1,1,1,0
4275,2025-01,8,32.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,4.2,38.5,11.6,1,1,0.0,0,0,0,0.125,4.2,21.5,0,0,1,0
3741,2025-05,8,20.0,Idiomas,Con mentor en vivo,Débito,3.1,90.5,15.8,6,0,1.0,0,2,0,0.75,2.7125000000000004,-30.5,0,0,0,0
4601,2026-06,8,16.0,Idiomas,Autoestudio,Yape/Plin,2.1,70.9,14.9,5,1,4.0,0,1,0,0.625,1.3363636363636364,-10.900000000000006,0,0,0,0
6330,2025-11,4,24.0,Idiomas,Con mentor en vivo,Yape/Plin,5.8,81.4,19.0,3,0,1.0,0,0,0,0.75,5.075,-21.400000000000006,0,0,0,0
6559,2026-06,4,23.0,Idiomas,Autoestudio,Yape/Plin,2.2,87.4,14.5,5,2,11.0,1,0,0,1.25,0.8555555555555557,-27.400000000000006,0,0,0,0
4916,2025-02,22,21.0,Diseño,Autoestudio,Yape/Plin,3.2,45.3,8.7,1,0,1.0,1,1,0,0.045454545454545456,2.8000000000000003,14.700000000000003,0,0,1,0
2074,2025-07,4,37.0,Diseño,Con mentor en vivo,Transferencia,0.6,36.7,8.8,2,0,4.0,0,0,1,0.5,0.38181818181818183,23.299999999999997,0,0,1,0
4755,2025-04,6,28.0,Programación,Autoestudio,Transferencia,4.4,57.0,13.4,1,0,4.0,0,2,0,0.16666666666666666,2.8000000000000003,3.0,0,0,0,0
1897,2025-11,6,28.0,Finanzas,Autoestudio,Débito,6.5,87.3,14.4,3,0,2.0,1,3,0,0.5,5.055555555555556,-27.299999999999997,0,0,0,0
8648,2025-02,8,22.0,Programación,Autoestudio,Yape/Plin,5.7,74.9,14.6,2,0,6.0,1,0,0,0.25,3.0692307692307694,-14.900000000000006,0,0,0,0
3660,2025-09,13,28.0,Marketing Digital,Con mentor en vivo,Yape/Plin,,86.9,11.4,2,0,4.0,1,0,0,0.15384615384615385,,-26.900000000000006,0,0,1,0
2380,2025-12,17,35.0,Programación,Autoestudio,Yape/Plin,,52.1,11.9,2,0,6.0,1,1,0,0.11764705882352941,,7.899999999999999,0,0,1,0
1448,2026-06,10,30.0,Idiomas,Con mentor en vivo,Yape/Plin,5.6,57.2,12.7,1,0,6.0,0,0,0,0.1,3.015384615384615,2.799999999999997,0,0,1,0
343,2025-12,12,33.0,Idiomas,Autoestudio,Yape/Plin,1.1,90.0,15.9,5,1,0.0,0,1,0,0.4166666666666667,1.1,-30.0,0,0,0,0
5128,2025-10,17,31.0,Finanzas,Con mentor en vivo,Tarjeta de crédito,2.6,50.7,12.6,2,1,16.0,1,1,1,0.11764705882352941,0.791304347826087,9.299999999999997,0,0,1,0
3137,2025-11,12,17.0,Programación,Autoestudio,Transferencia,4.5,63.6,12.0,0,0,0.0,1,2,0,0.0,4.5,-3.6000000000000014,0,1,1,0
2528,2026-06,6,34.0,Programación,Con mentor en vivo,Yape/Plin,1.1,92.4,17.8,1,0,2.0,1,1,0,0.16666666666666666,0.8555555555555557,-32.400000000000006,0,0,0,0
728,2025-02,14,26.0,Marketing Digital,Autoestudio,Yape/Plin,1.4,28.8,8.5,1,0,15.0,0,0,1,0.07142857142857142,0.44545454545454544,31.2,0,0,1,0
4578,2025-04,3,19.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,3.1,50.6,12.4,2,0,12.0,0,1,1,0.6666666666666666,1.1421052631578947,9.399999999999999,1,0,1,0
977,2025-02,6,27.0,Marketing Digital,Con mentor en vivo,Débito,1.4,73.5,13.7,2,0,8.0,1,0,0,0.3333333333333333,0.6533333333333333,-13.5,0,0,0,0
6956,2026-05,13,40.0,Programación,Con mentor en vivo,Débito,2.6,78.3,13.0,3,0,0.0,0,2,0,0.23076923076923078,2.6,-18.299999999999997,0,0,0,0
8102,2026-06,9,24.0,Idiomas,Con mentor en vivo,Yape/Plin,4.6,92.8,16.9,6,0,2.0,0,0,0,0.6666666666666666,3.577777777777778,-32.8,0,0,0,0
3517,2025-04,8,26.0,Idiomas,Autoestudio,Yape/Plin,2.9,83.1,15.3,4,0,7.0,1,1,0,0.5,1.45,-23.099999999999994,0,0,0,0
6448,2026-01,4,21.0,Idiomas,Autoestudio,Tarjeta de crédito,3.1,44.6,12.8,0,0,2.0,0,2,0,0.0,2.4111111111111114,15.399999999999999,0,1,1,0
8835,2026-05,2,28.0,Finanzas,Con mentor en vivo,Tarjeta de crédito,2.3,45.7,12.6,5,1,6.0,0,2,0,2.5,1.2384615384615383,14.299999999999997,1,0,1,0
3941,2025-10,7,35.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,1.3,89.6,17.9,4,0,1.0,1,2,0,0.5714285714285714,1.1375000000000002,-29.599999999999994,0,0,0,0
1300,2025-01,1,42.0,Idiomas,Autoestudio,Tarjeta de crédito,1.9,62.0,11.3,1,1,7.0,0,1,0,1.0,0.95,-2.0,1,0,1,0
8814,2026-05,11,21.0,Finanzas,Autoestudio,Transferencia,10.2,86.0,14.5,2,0,8.0,0,1,0,0.18181818181818182,4.76,-26.0,0,0,0,0
1349,2026-02,5,31.0,Finanzas,Autoestudio,Yape/Plin,9.5,64.5,14.2,1,1,0.0,0,0,0,0.2,9.5,-4.5,0,0,0,0
661,2025-04,10,25.0,Programación,Con mentor en vivo,Yape/Plin,1.1,56.4,,2,1,1.0,0,1,0,0.2,0.9625000000000001,3.6000000000000014,0,0,0,1
1493,2025-01,6,33.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,1.2,25.7,6.0,1,0,3.0,0,0,0,0.16666666666666666,0.84,34.3,0,0,1,0
6642,2025-01,20,18.0,Idiomas,Con mentor en vivo,Débito,3.8,86.0,16.3,2,0,5.0,0,2,0,0.1,2.2166666666666663,-26.0,0,0,0,0
8962,2025-09,8,19.0,Marketing Digital,Con mentor en vivo,Tarjeta de crédito,1.2,52.4,13.2,3,0,1.0,0,0,0,0.375,1.05,7.600000000000001,0,0,0,0
7210,2026-05,10,17.0,Programación,Autoestudio,Yape/Plin,2.8,61.5,12.1,0,0,0.0,1,0,0,0.0,2.8,-1.5,0,1,1,0
5155,2026-03,7,31.0,Programación,Autoestudio,Tarjeta de crédito,0.7,30.7,7.6,1,0,20.0,0,0,1,0.14285714285714285,0.18148148148148147,29.3,0,0,1,0
2316,2025-01,3,24.0,Idiomas,Autoestudio,Tarjeta de crédito,9.9,96.8,14.9,11,1,3.0,1,5,0,3.6666666666666665,6.93,-36.8,1,0,0,0
8676,2025-01,10,29.0,Marketing Digital,Con mentor en vivo,Tarjeta de crédito,2.2,35.0,11.3,2,0,12.0,0,0,0,0.2,0.8105263157894738,25.0,0,0,1,0
8643,2026-05,5,25.0,Finanzas,Con mentor en vivo,Yape/Plin,6.0,53.4,10.3,2,0,4.0,0,0,0,0.4,3.8181818181818183,6.600000000000001,0,0,1,0
1086,2026-04,8,23.0,Marketing Digital,Autoestudio,Tarjeta de crédito,0.7,45.1,7.5,3,0,9.0,0,3,1,0.375,0.30625,14.899999999999999,0,0,1,0
2525,2025-02,16,37.0,Idiomas,Autoestudio,Débito,2.0,55.0,10.7,3,0,19.0,0,2,0,0.1875,0.5384615384615384,5.0,0,0,1,0
8482,2026-03,8,36.0,Finanzas,Con mentor en vivo,Yape/Plin,3.3,72.3,11.0,0,0,14.0,0,0,0,0.0,1.0999999999999999,-12.299999999999997,0,1,1,0
5375,2026-02,22,35.0,Marketing Digital,Autoestudio,Yape/Plin,2.4,83.8,15.3,2,2,3.0,0,3,0,0.09090909090909091,1.68,-23.799999999999997,0,0,0,0
3199,2026-06,5,27.0,Idiomas,Autoestudio,Tarjeta de crédito,2.1,70.9,16.1,5,1,4.0,0,1,0,1.0,1.3363636363636364,-10.900000000000006,0,0,0,0
8347,2025-05,2,37.0,Programación,Autoestudio,Tarjeta de crédito,4.7,66.9,13.7,3,1,2.0,0,0,1,1.5,3.655555555555556,-6.900000000000006,1,0,0,0
5718,2026-02,2,22.0,Marketing Digital,Con mentor en vivo,Yape/Plin,2.7,47.4,14.1,2,0,9.0,0,0,0,1.0,1.1812500000000001,12.600000000000001,1,0,0,0
6694,2026-03,21,24.0,Programación,Autoestudio,Yape/Plin,4.9,49.0,10.2,1,1,7.0,0,1,0,0.047619047619047616,2.45,11.0,0,0,1,0
68,2025-07,4,23.0,Marketing Digital,Autoestudio,Débito,2.4,34.5,10.4,1,1,2.0,1,1,0,0.25,1.8666666666666667,25.5,0,0,1,0
7828,2025-07,7,23.0,Diseño,Autoestudio,Transferencia,3.5,40.8,11.1,1,1,5.0,0,2,0,0.14285714285714285,2.0416666666666665,19.200000000000003,0,0,1,0
2270,2026-06,21,25.0,Idiomas,Autoestudio,Yape/Plin,2.3,42.8,8.5,0,1,6.0,0,0,0,0.0,1.2384615384615383,17.200000000000003,0,1,1,0
6964,2026-01,4,16.0,Programación,Autoestudio,Tarjeta de crédito,1.5,41.5,,3,0,23.0,1,0,1,0.75,0.35000000000000003,18.5,0,0,0,1
5936,2025-06,3,31.0,Programación,Con mentor en vivo,Yape/Plin,2.6,77.4,15.2,2,0,3.0,1,1,0,0.6666666666666666,1.82,-17.400000000000006,1,0,0,0
7757,2025-03,4,26.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,0.2,41.3,11.5,2,0,1.0,1,1,0,0.5,0.17500000000000002,18.700000000000003,0,0,1,0
4917,2025-02,6,20.0,Finanzas,Con mentor en vivo,Yape/Plin,2.4,67.7,13.3,2,0,9.0,1,2,0,0.3333333333333333,1.05,-7.700000000000003,0,0,0,0
5323,2026-01,10,30.0,Idiomas,Con mentor en vivo,Yape/Plin,7.0,97.8,14.3,7,0,0.0,1,1,0,0.7,7.0,-37.8,0,0,0,0
3448,2025-11,6,22.0,Idiomas,Con mentor en vivo,Débito,0.6,37.5,8.3,2,1,4.0,0,1,1,0.3333333333333333,0.38181818181818183,22.5,0,0,1,0
2368,2025-04,1,37.0,Idiomas,Autoestudio,Débito,3.7,28.3,12.4,3,0,12.0,1,0,1,3.0,1.3631578947368421,31.7,1,0,1,0
5852,2025-11,14,26.0,Diseño,Autoestudio,Yape/Plin,2.9,73.3,16.9,5,0,0.0,1,2,0,0.35714285714285715,2.9,-13.299999999999997,0,0,0,0
6593,2025-07,9,29.0,Idiomas,Autoestudio,Transferencia,3.1,52.3,,5,1,22.0,0,1,1,0.5555555555555556,0.7482758620689657,7.700000000000003,0,0,0,1
2513,2026-06,1,27.0,Finanzas,Autoestudio,Débito,0.9,10.3,7.4,3,0,2.0,1,0,1,3.0,0.7000000000000001,49.7,1,0,1,0
2724,2025-07,3,17.0,Idiomas,Autoestudio,Yape/Plin,4.9,74.5,14.7,3,0,2.0,0,0,0,1.0,3.811111111111112,-14.5,1,0,0,0
8281,2025-12,9,34.0,Programación,Con mentor en vivo,Débito,4.1,85.4,15.1,3,1,6.0,0,0,0,0.3333333333333333,2.2076923076923074,-25.400000000000006,0,0,0,0
7291,2026-01,7,23.0,Finanzas,Con mentor en vivo,Yape/Plin,8.1,82.1,14.3,3,0,4.0,0,0,0,0.42857142857142855,5.154545454545454,-22.099999999999994,0,0,0,0
1144,2026-04,13,19.0,Idiomas,Con mentor en vivo,Débito,0.9,56.6,14.2,1,0,21.0,0,0,1,0.07692307692307693,0.225,3.3999999999999986,0,0,0,0
8787,2025-05,17,22.0,Finanzas,Con mentor en vivo,Débito,6.9,62.2,13.1,9,0,5.0,0,0,0,0.5294117647058824,4.0249999999999995,-2.200000000000003,0,0,0,0
6276,2025-02,9,24.0,Finanzas,Autoestudio,Débito,3.7,70.6,15.0,0,0,7.0,0,1,0,0.0,1.85,-10.599999999999994,0,1,0,0
6779,2025-03,11,17.0,Marketing Digital,Autoestudio,Débito,1.1,40.6,12.3,1,0,3.0,0,0,0,0.09090909090909091,0.77,19.4,0,0,1,0
8315,2025-01,13,18.0,Programación,Con mentor en vivo,Transferencia,5.4,85.6,17.8,4,0,1.0,0,1,0,0.3076923076923077,4.7250000000000005,-25.599999999999994,0,0,0,0
4729,2025-03,3,20.0,Idiomas,Autoestudio,Débito,7.5,91.9,14.4,3,0,5.0,0,1,0,1.0,4.375,-31.900000000000006,1,0,0,0
5495,2026-02,3,27.0,Programación,Autoestudio,Yape/Plin,5.3,81.6,14.3,1,0,2.0,0,0,0,0.3333333333333333,4.122222222222223,-21.599999999999994,1,0,0,0
6112,2025-09,6,35.0,Marketing Digital,Con mentor en vivo,Tarjeta de crédito,2.3,81.0,15.0,2,0,3.0,0,0,0,0.3333333333333333,1.6099999999999999,-21.0,0,0,0,0
3790,2025-06,5,19.0,Finanzas,Con mentor en vivo,Transferencia,2.7,15.7,,2,1,30.0,1,4,0,0.4,0.5108108108108108,44.3,0,0,0,1
2221,2026-06,1,28.0,Idiomas,Autoestudio,Transferencia,7.9,84.3,14.3,2,1,10.0,0,2,1,2.0,3.2529411764705882,-24.299999999999997,1,0,0,0
5076,2025-07,2,20.0,Idiomas,Autoestudio,Transferencia,0.9,54.8,11.7,0,0,33.0,0,1,1,0.0,0.1575,5.200000000000003,1,1,1,0
2332,2026-04,4,26.0,Marketing Digital,Autoestudio,Transferencia,1.5,43.6,11.7,1,1,2.0,0,0,0,0.25,1.1666666666666667,16.4,0,0,1,0
5395,2025-10,4,30.0,Programación,Autoestudio,Yape/Plin,6.9,58.0,13.2,1,0,3.0,0,3,0,0.25,4.83,2.0,0,0,0,0
6007,2025-06,13,25.0,Marketing Digital,Autoestudio,Débito,3.4,30.9,9.8,1,0,4.0,0,0,0,0.07692307692307693,2.1636363636363636,29.1,0,0,1,0
6518,2025-11,6,31.0,Programación,Autoestudio,Transferencia,3.0,58.0,12.1,4,0,0.0,0,0,0,0.6666666666666666,3.0,2.0,0,0,1,0
8425,2025-02,4,16.0,Idiomas,Autoestudio,Tarjeta de crédito,2.9,24.6,10.6,2,0,2.0,1,1,1,0.5,2.2555555555555555,35.4,0,0,1,0
4089,2026-06,8,28.0,Finanzas,Autoestudio,Yape/Plin,1.1,44.5,12.2,2,0,7.0,1,1,0,0.25,0.55,15.5,0,0,1,0
1968,2025-09,10,27.0,Diseño,Con mentor en vivo,Débito,1.4,38.4,12.0,1,0,3.0,1,1,0,0.1,0.9799999999999999,21.6,0,0,1,0
8021,2025-06,9,25.0,Diseño,Autoestudio,Débito,4.9,18.0,9.2,0,0,2.0,0,0,1,0.0,3.811111111111112,42.0,0,1,1,0
7702,2025-08,2,28.0,Diseño,Autoestudio,Tarjeta de crédito,3.9,55.6,11.0,2,0,1.0,0,0,0,1.0,3.4125,4.399999999999999,1,0,1,0
8651,2026-05,12,37.0,Diseño,Autoestudio,Débito,1.7,57.1,13.6,3,0,1.0,0,3,0,0.25,1.4875,2.8999999999999986,0,0,0,0
4366,2026-04,14,27.0,Diseño,Autoestudio,Tarjeta de crédito,8.1,67.7,13.2,2,1,5.0,1,1,0,0.14285714285714285,4.725,-7.700000000000003,0,0,0,0
424,2025-11,20,17.0,Marketing Digital,Autoestudio,Yape/Plin,2.4,60.3,14.1,3,0,9.0,0,2,0,0.15,1.05,-0.29999999999999716,0,0,0,0
281,2025-05,1,30.0,Programación,Con mentor en vivo,Tarjeta de crédito,5.8,72.4,11.9,4,0,15.0,1,0,0,4.0,1.8454545454545455,-12.400000000000006,1,0,1,0
1905,2025-06,8,38.0,Finanzas,Con mentor en vivo,Yape/Plin,4.8,25.0,6.7,0,0,1.0,0,0,0,0.0,4.2,35.0,0,1,1,0
596,2026-03,11,27.0,Diseño,Con mentor en vivo,Tarjeta de crédito,1.4,62.8,12.4,1,0,0.0,0,0,0,0.09090909090909091,1.4,-2.799999999999997,0,0,1,0
7294,2025-07,2,31.0,Finanzas,Con mentor en vivo,Tarjeta de crédito,9.7,60.7,13.3,2,0,1.0,1,2,0,1.0,8.4875,-0.7000000000000028,1,0,0,0
3918,2026-04,6,21.0,Idiomas,Con mentor en vivo,Yape/Plin,2.3,93.6,17.3,4,0,2.0,0,1,0,0.6666666666666666,1.788888888888889,-33.599999999999994,0,0,0,0
5662,2025-04,15,18.0,Idiomas,Con mentor en vivo,Débito,2.3,70.6,12.1,4,0,19.0,1,0,0,0.26666666666666666,0.6192307692307691,-10.599999999999994,0,0,1,0
3619,2025-08,13,21.0,Marketing Digital,Autoestudio,Yape/Plin,1.9,68.2,14.4,2,0,0.0,0,1,0,0.15384615384615385,1.9,-8.200000000000003,0,0,0,0
840,2026-05,7,25.0,Idiomas,Autoestudio,Yape/Plin,7.3,27.4,10.8,2,0,5.0,0,0,0,0.2857142857142857,4.258333333333333,32.6,0,0,1,0
4597,2026-05,14,24.0,Marketing Digital,Autoestudio,Débito,0.7,15.1,4.4,0,0,6.0,1,1,1,0.0,0.37692307692307686,44.9,0,1,1,0
6056,2026-04,3,21.0,Idiomas,Autoestudio,Transferencia,0.9,55.5,12.9,1,0,0.0,0,0,0,0.3333333333333333,0.9,4.5,1,0,1,0
142,2025-04,11,29.0,Programación,Con mentor en vivo,Yape/Plin,4.0,81.1,14.1,2,1,2.0,1,0,0,0.18181818181818182,3.1111111111111116,-21.099999999999994,0,0,0,0
8126,2025-03,14,38.0,Marketing Digital,Con mentor en vivo,Tarjeta de crédito,5.3,63.2,14.1,4,1,3.0,0,0,0,0.2857142857142857,3.71,-3.200000000000003,0,0,0,0
1378,2026-02,11,35.0,Marketing Digital,Con mentor en vivo,Tarjeta de crédito,6.4,73.0,16.2,5,0,0.0,1,2,0,0.45454545454545453,6.4,-13.0,0,0,0,0
3675,2025-12,9,38.0,Idiomas,Autoestudio,Débito,3.0,90.7,17.0,2,1,0.0,0,2,0,0.2222222222222222,3.0,-30.700000000000003,0,0,0,0
7755,2025-03,9,23.0,Idiomas,Autoestudio,Tarjeta de crédito,5.3,46.6,8.8,1,1,5.0,1,0,0,0.1111111111111111,3.0916666666666663,13.399999999999999,0,0,1,0
8932,2025-03,15,22.0,Finanzas,Autoestudio,Tarjeta de crédito,2.7,73.9,14.7,2,1,1.0,0,1,0,0.13333333333333333,2.3625000000000003,-13.900000000000006,0,0,0,0
4742,2025-09,12,26.0,Idiomas,Autoestudio,Transferencia,2.9,69.8,13.9,3,1,2.0,1,0,0,0.25,2.2555555555555555,-9.799999999999997,0,0,0,0
3809,2025-10,16,36.0,Finanzas,Con mentor en vivo,Yape/Plin,1.3,52.8,12.6,4,0,8.0,1,0,0,0.25,0.6066666666666667,7.200000000000003,0,0,1,0
1139,2026-02,8,29.0,Idiomas,Autoestudio,Transferencia,1.8,32.9,9.2,1,0,24.0,0,1,1,0.125,0.4064516129032258,27.1,0,0,1,0
2258,2025-12,5,19.0,Programación,Autoestudio,Débito,5.4,89.3,13.2,4,1,7.0,0,1,0,0.8,2.7,-29.299999999999997,0,0,0,0
6362,2026-05,7,35.0,Marketing Digital,Autoestudio,Tarjeta de crédito,3.1,73.4,14.1,4,0,0.0,1,0,0,0.5714285714285714,3.1,-13.400000000000006,0,0,0,0
1788,2025-02,10,24.0,Diseño,Con mentor en vivo,Débito,11.5,67.1,13.1,0,0,3.0,1,0,0,0.0,8.049999999999999,-7.099999999999994,0,1,0,0
3939,2026-02,4,36.0,Programación,Con mentor en vivo,Yape/Plin,4.2,66.8,13.3,5,0,2.0,1,0,0,1.25,3.266666666666667,-6.799999999999997,0,0,0,0
6387,2025-09,2,37.0,Marketing Digital,Con mentor en vivo,Transferencia,6.6,57.0,11.0,1,1,0.0,1,1,0,0.5,6.6,3.0,1,0,1,0
4647,2026-02,15,19.0,Programación,Autoestudio,Tarjeta de crédito,,76.2,13.3,5,0,1.0,0,2,0,0.3333333333333333,,-16.200000000000003,0,0,0,0
460,2025-02,28,35.0,Programación,Con mentor en vivo,Yape/Plin,0.8,36.1,11.7,2,1,6.0,0,1,0,0.07142857142857142,0.4307692307692308,23.9,0,0,1,0
8611,2025-04,15,32.0,Programación,Autoestudio,Tarjeta de crédito,13.3,55.7,12.3,2,0,5.0,0,1,0,0.13333333333333333,7.758333333333333,4.299999999999997,0,0,1,0
949,2026-06,1,26.0,Finanzas,Con mentor en vivo,Tarjeta de crédito,2.9,55.8,13.6,4,1,0.0,0,1,0,4.0,2.9,4.200000000000003,1,0,0,0
3701,2025-03,7,26.0,Programación,Autoestudio,Transferencia,4.5,46.3,12.2,1,1,1.0,0,1,0,0.14285714285714285,3.9375,13.700000000000003,0,0,1,0
1337,2025-12,8,37.0,Finanzas,Autoestudio,Yape/Plin,7.7,56.2,12.9,1,0,1.0,0,0,0,0.125,6.737500000000001,3.799999999999997,0,0,1,0
4629,2026-02,10,35.0,Marketing Digital,Autoestudio,Débito,9.1,76.2,13.6,7,1,6.0,0,1,0,0.7,4.8999999999999995,-16.200000000000003,0,0,0,0
7906,2026-05,6,42.0,Diseño,Con mentor en vivo,Transferencia,2.3,77.6,13.2,2,1,8.0,0,2,0,0.3333333333333333,1.0733333333333333,-17.599999999999994,0,0,0,0
1603,2026-03,3,28.0,Marketing Digital,Autoestudio,Yape/Plin,1.0,48.8,10.4,2,0,14.0,0,0,1,0.6666666666666666,0.3333333333333333,11.200000000000003,1,0,1,0
2239,2025-09,17,28.0,Marketing Digital,Autoestudio,Transferencia,6.0,49.7,15.8,2,0,0.0,0,1,0,0.11764705882352941,6.0,10.299999999999997,0,0,0,0
640,2026-06,1,17.0,Idiomas,Autoestudio,Yape/Plin,14.9,70.4,13.6,0,0,1.0,1,3,0,0.0,13.037500000000001,-10.400000000000006,1,1,0,0
8865,2026-03,5,19.0,Finanzas,Autoestudio,Yape/Plin,1.3,30.5,10.1,0,0,1.0,1,1,0,0.0,1.1375000000000002,29.5,0,1,1,0
3831,2026-05,12,31.0,Idiomas,Con mentor en vivo,Yape/Plin,4.1,59.1,12.5,0,2,1.0,1,2,0,0.0,3.5875,0.8999999999999986,0,1,1,0
8480,2025-12,19,20.0,Idiomas,Autoestudio,Yape/Plin,0.7,44.4,15.0,0,0,4.0,1,1,0,0.0,0.44545454545454544,15.600000000000001,0,1,0,0
6454,2026-01,10,36.0,Marketing Digital,Autoestudio,Tarjeta de crédito,3.0,61.9,14.7,1,0,9.0,0,1,0,0.1,1.3125,-1.8999999999999986,0,0,0,0
8653,2025-06,10,26.0,Idiomas,Autoestudio,Yape/Plin,9.3,35.5,11.4,0,0,9.0,0,1,0,0.0,4.0687500000000005,24.5,0,1,1,0
6818,2025-10,5,25.0,Programación,Con mentor en vivo,Tarjeta de crédito,6.3,14.8,7.9,1,1,10.0,1,0,0,0.2,2.594117647058823,45.2,0,0,1,0
1959,2025-12,14,38.0,Idiomas,Con mentor en vivo,Yape/Plin,11.8,91.1,14.4,6,0,5.0,0,0,0,0.42857142857142855,6.883333333333333,-31.099999999999994,0,0,0,0
1071,2026-01,7,33.0,Programación,Autoestudio,Transferencia,2.1,62.8,13.4,1,0,4.0,0,0,0,0.14285714285714285,1.3363636363636364,-2.799999999999997,0,0,0,0
156,2025-12,12,22.0,Programación,Autoestudio,Yape/Plin,3.2,62.4,10.8,2,0,10.0,0,1,0,0.16666666666666666,1.3176470588235294,-2.3999999999999986,0,0,1,0
2296,2026-03,8,30.0,Programación,Autoestudio,Yape/Plin,1.2,51.9,10.0,0,0,12.0,0,0,1,0.0,0.4421052631578947,8.100000000000001,0,1,1,0
8298,2025-08,15,18.0,Idiomas,Autoestudio,Tarjeta de crédito,3.3,19.5,9.8,1,0,3.0,1,1,0,0.06666666666666667,2.3099999999999996,40.5,0,0,1,0
4579,2025-05,4,19.0,Programación,Autoestudio,Tarjeta de crédito,4.0,48.2,10.5,4,1,4.0,0,1,1,1.0,2.5454545454545454,11.799999999999997,0,0,1,0
1090,2025-03,4,33.0,Marketing Digital,Autoestudio,Yape/Plin,0.4,21.3,7.6,3,0,14.0,0,1,0,0.75,0.13333333333333333,38.7,0,0,1,0
2941,2026-01,9,39.0,Programación,Con mentor en vivo,Tarjeta de crédito,2.3,88.5,14.6,4,0,2.0,0,2,0,0.4444444444444444,1.788888888888889,-28.5,0,0,0,0
724,2025-03,22,32.0,Idiomas,Con mentor en vivo,Yape/Plin,2.2,78.0,,1,0,7.0,1,2,0,0.045454545454545456,1.1,-18.0,0,0,0,1
4385,2025-07,9,27.0,Programación,Con mentor en vivo,Tarjeta de crédito,4.3,72.7,14.0,2,0,6.0,0,0,0,0.2222222222222222,2.315384615384615,-12.700000000000003,0,0,0,0
931,2025-10,2,41.0,Marketing Digital,Autoestudio,Tarjeta de crédito,6.5,40.6,12.0,0,1,0.0,1,1,0,0.0,6.5,19.4,1,1,1,0
2910,2025-07,2,24.0,Idiomas,Autoestudio,Tarjeta de crédito,3.0,55.5,10.4,1,1,8.0,0,0,1,0.5,1.4000000000000001,4.5,1,0,1,0
6346,2026-01,8,26.0,Programación,Autoestudio,Débito,11.2,80.6,14.8,0,0,8.0,0,1,0,0.0,5.226666666666667,-20.599999999999994,0,1,0,0
896,2025-12,8,21.0,Finanzas,Con mentor en vivo,Yape/Plin,4.8,56.5,9.5,1,0,10.0,1,0,0,0.125,1.9764705882352938,3.5,0,0,1,0
3248,2025-02,21,21.0,Programación,Con mentor en vivo,Transferencia,8.4,87.7,15.9,8,0,1.0,0,2,0,0.38095238095238093,7.3500000000000005,-27.700000000000003,0,0,0,0
2327,2025-07,7,23.0,Marketing Digital,Con mentor en vivo,Yape/Plin,1.5,94.4,14.7,3,0,0.0,0,2,0,0.42857142857142855,1.5,-34.400000000000006,0,0,0,0
7318,2026-04,7,27.0,Marketing Digital,Autoestudio,Tarjeta de crédito,3.0,37.6,10.8,2,0,4.0,1,0,0,0.2857142857142857,1.9090909090909092,22.4,0,0,1,0
6130,2025-07,11,32.0,Marketing Digital,Con mentor en vivo,Débito,4.4,89.2,13.2,3,0,1.0,0,2,0,0.2727272727272727,3.8500000000000005,-29.200000000000003,0,0,0,0
7224,2025-06,4,27.0,Diseño,Con mentor en vivo,Tarjeta de crédito,3.2,50.1,12.1,1,0,9.0,0,0,0,0.25,1.4000000000000001,9.899999999999999,0,0,1,0
5039,2026-06,9,32.0,Idiomas,Con mentor en vivo,Tarjeta de crédito,0.8,55.1,9.3,1,0,14.0,1,0,0,0.1111111111111111,0.26666666666666666,4.899999999999999,0,0,1,0
4137,2026-06,12,29.0,Idiomas,Autoestudio,Yape/Plin,6.8,79.4,16.4,5,1,2.0,0,3,0,0.4166666666666667,5.28888888888889,-19.400000000000006,0,0,0,0
8342,2026-06,11,22.0,Programación,Con mentor en vivo,Tarjeta de crédito,1.2,27.0,8.6,2,0,28.0,0,2,1,0.18181818181818182,0.24,33.0,0,0,1,0
